Stadt1	Stadt2
Alexandria	LOME
Alexandria	TUNIS
Alexandria	KAMPALA
Alexandria	Arusha
Alexandria	Dar es Salaam
Alexandria	LUSAKA
Alexandria	HARARE
CAIRO	ADDIS ABABA
CAIRO	ACCRA
CAIRO	Kumasi
CAIRO	CONAKRY
CAIRO	NAIROBI
CAIRO	ANTANANARIVO
CAIRO	BAMAKO
CAIRO	Casablanca
CAIRO	Fès
CAIRO	Kénitra
CAIRO	Marrakech
CAIRO	Tanger
CAIRO	MAPUTO
CAIRO	NIAMEY
CAIRO	DAKAR
CAIRO	FREETOWN
CAIRO	MOGADISHU
CAIRO	LOME
CAIRO	TUNIS
CAIRO	KAMPALA
CAIRO	Arusha
CAIRO	Dar es Salaam
CAIRO	LUSAKA
CAIRO	HARARE
ADDIS ABABA	ACCRA
ADDIS ABABA	Kumasi
ADDIS ABABA	CONAKRY
ADDIS ABABA	NAIROBI
ADDIS ABABA	ANTANANARIVO
ADDIS ABABA	BAMAKO
ADDIS ABABA	Casablanca
ADDIS ABABA	Fès
ADDIS ABABA	Kénitra
ADDIS ABABA	Marrakech
ADDIS ABABA	Tanger
ADDIS ABABA	MAPUTO
ADDIS ABABA	NIAMEY
ADDIS ABABA	DAKAR
ADDIS ABABA	FREETOWN
ADDIS ABABA	MOGADISHU
ADDIS ABABA	LOME
ADDIS ABABA	TUNIS
ADDIS ABABA	KAMPALA
ADDIS ABABA	Arusha
ADDIS ABABA	Dar es Salaam
ADDIS ABABA	LUSAKA
ADDIS ABABA	HARARE
ACCRA	Kumasi
ACCRA	CONAKRY
ACCRA	NAIROBI
ACCRA	ANTANANARIVO
ACCRA	BAMAKO
ACCRA	Casablanca
ACCRA	Fès
ACCRA	Kénitra
ACCRA	Marrakech
ACCRA	Tanger
ACCRA	MAPUTO
ACCRA	NIAMEY
ACCRA	DAKAR
ACCRA	FREETOWN
ACCRA	MOGADISHU
ACCRA	LOME
ACCRA	TUNIS
ACCRA	KAMPALA
ACCRA	Arusha
ACCRA	Dar es Salaam
ACCRA	LUSAKA
ACCRA	HARARE
Kumasi	CONAKRY
Kumasi	NAIROBI
Kumasi	ANTANANARIVO
Kumasi	BAMAKO
Kumasi	Casablanca
Kumasi	Fès
Kumasi	Kénitra
Kumasi	Marrakech
Kumasi	Tanger
Kumasi	MAPUTO
Kumasi	NIAMEY
Kumasi	DAKAR
Kumasi	FREETOWN
Kumasi	MOGADISHU
Kumasi	LOME
Kumasi	TUNIS
Kumasi	KAMPALA
Kumasi	Arusha
Kumasi	Dar es Salaam
Kumasi	LUSAKA
Kumasi	HARARE
CONAKRY	NAIROBI
CONAKRY	ANTANANARIVO
CONAKRY	BAMAKO
CONAKRY	Casablanca
CONAKRY	Fès
CONAKRY	Kénitra
CONAKRY	Marrakech
CONAKRY	Tanger
CONAKRY	MAPUTO
CONAKRY	NIAMEY
CONAKRY	DAKAR
CONAKRY	FREETOWN
CONAKRY	MOGADISHU
CONAKRY	LOME
CONAKRY	TUNIS
CONAKRY	KAMPALA
CONAKRY	Arusha
CONAKRY	Dar es Salaam
CONAKRY	LUSAKA
CONAKRY	HARARE
NAIROBI	ANTANANARIVO
NAIROBI	BAMAKO
NAIROBI	Casablanca
NAIROBI	Fès
NAIROBI	Kénitra
NAIROBI	Marrakech
NAIROBI	Tanger
NAIROBI	MAPUTO
NAIROBI	NIAMEY
NAIROBI	DAKAR
NAIROBI	FREETOWN
NAIROBI	MOGADISHU
NAIROBI	LOME
NAIROBI	TUNIS
NAIROBI	KAMPALA
NAIROBI	Arusha
NAIROBI	Dar es Salaam
NAIROBI	LUSAKA
NAIROBI	HARARE
ANTANANARIVO	BAMAKO
ANTANANARIVO	Casablanca
ANTANANARIVO	Fès
ANTANANARIVO	Kénitra
ANTANANARIVO	Marrakech
ANTANANARIVO	Tanger
ANTANANARIVO	MAPUTO
ANTANANARIVO	NIAMEY
ANTANANARIVO	DAKAR
ANTANANARIVO	FREETOWN
ANTANANARIVO	MOGADISHU
ANTANANARIVO	LOME
ANTANANARIVO	TUNIS
ANTANANARIVO	KAMPALA
ANTANANARIVO	Arusha
ANTANANARIVO	Dar es Salaam
ANTANANARIVO	LUSAKA
ANTANANARIVO	HARARE
BAMAKO	Casablanca
BAMAKO	Fès
BAMAKO	Kénitra
BAMAKO	Marrakech
BAMAKO	Tanger
BAMAKO	MAPUTO
BAMAKO	NIAMEY
BAMAKO	DAKAR
BAMAKO	FREETOWN
BAMAKO	MOGADISHU
BAMAKO	LOME
BAMAKO	TUNIS
BAMAKO	KAMPALA
BAMAKO	Arusha
BAMAKO	Dar es Salaam
BAMAKO	LUSAKA
BAMAKO	HARARE
Casablanca	Fès
Casablanca	Kénitra
Casablanca	Marrakech
Casablanca	Tanger
Casablanca	MAPUTO
Casablanca	NIAMEY
Casablanca	DAKAR
Casablanca	FREETOWN
Casablanca	MOGADISHU
Casablanca	LOME
Casablanca	TUNIS
Casablanca	KAMPALA
Casablanca	Arusha
Casablanca	Dar es Salaam
Casablanca	LUSAKA
Casablanca	HARARE
Fès	Kénitra
Fès	Marrakech
Fès	Tanger
Fès	MAPUTO
Fès	NIAMEY
Fès	DAKAR
Fès	FREETOWN
Fès	MOGADISHU
Fès	LOME
Fès	TUNIS
Fès	KAMPALA
Fès	Arusha
Fès	Dar es Salaam
Fès	LUSAKA
Fès	HARARE
Kénitra	Marrakech
Kénitra	Tanger
Kénitra	MAPUTO
Kénitra	NIAMEY
Kénitra	DAKAR
Kénitra	FREETOWN
Kénitra	MOGADISHU
Kénitra	LOME
Kénitra	TUNIS
Kénitra	KAMPALA
Kénitra	Arusha
Kénitra	Dar es Salaam
Kénitra	LUSAKA
Kénitra	HARARE
Marrakech	Tanger
Marrakech	MAPUTO
Marrakech	NIAMEY
Marrakech	DAKAR
Marrakech	FREETOWN
Marrakech	MOGADISHU
Marrakech	LOME
Marrakech	TUNIS
Marrakech	KAMPALA
Marrakech	Arusha
Marrakech	Dar es Salaam
Marrakech	LUSAKA
Marrakech	HARARE
Tanger	MAPUTO
Tanger	NIAMEY
Tanger	DAKAR
Tanger	FREETOWN
Tanger	MOGADISHU
Tanger	LOME
Tanger	TUNIS
Tanger	KAMPALA
Tanger	Arusha
Tanger	Dar es Salaam
Tanger	LUSAKA
Tanger	HARARE
MAPUTO	NIAMEY
MAPUTO	DAKAR
MAPUTO	FREETOWN
MAPUTO	MOGADISHU
MAPUTO	LOME
MAPUTO	TUNIS
MAPUTO	KAMPALA
MAPUTO	Arusha
MAPUTO	Dar es Salaam
MAPUTO	LUSAKA
MAPUTO	HARARE
NIAMEY	DAKAR
NIAMEY	FREETOWN
NIAMEY	MOGADISHU
NIAMEY	LOME
NIAMEY	TUNIS
NIAMEY	KAMPALA
NIAMEY	Arusha
NIAMEY	Dar es Salaam
NIAMEY	LUSAKA
NIAMEY	HARARE
DAKAR	FREETOWN
DAKAR	MOGADISHU
DAKAR	LOME
DAKAR	TUNIS
DAKAR	KAMPALA
DAKAR	Arusha
DAKAR	Dar es Salaam
DAKAR	LUSAKA
DAKAR	HARARE
FREETOWN	MOGADISHU
FREETOWN	LOME
FREETOWN	TUNIS
FREETOWN	KAMPALA
FREETOWN	Arusha
FREETOWN	Dar es Salaam
FREETOWN	LUSAKA
FREETOWN	HARARE
MOGADISHU	LOME
MOGADISHU	TUNIS
MOGADISHU	KAMPALA
MOGADISHU	Arusha
MOGADISHU	Dar es Salaam
MOGADISHU	LUSAKA
MOGADISHU	HARARE
LOME	TUNIS
LOME	KAMPALA
LOME	Arusha
LOME	Dar es Salaam
LOME	LUSAKA
LOME	HARARE
TUNIS	KAMPALA
TUNIS	Arusha
TUNIS	Dar es Salaam
TUNIS	LUSAKA
TUNIS	HARARE
KAMPALA	Arusha
KAMPALA	Dar es Salaam
KAMPALA	LUSAKA
KAMPALA	HARARE
Arusha	Dar es Salaam
Arusha	LUSAKA
Arusha	HARARE
Dar es Salaam	LUSAKA
Dar es Salaam	HARARE
LUSAKA	HARARE
Stadt1	Stadt2
ALGIERS (EL DJAZAIR)	PARIS
ALGIERS (EL DJAZAIR)	BERLIN
ALGIERS (EL DJAZAIR)	BUDAPEST
ALGIERS (EL DJAZAIR)	ROMA
ALGIERS (EL DJAZAIR)	MOSKVA
ALGIERS (EL DJAZAIR)	St. Petersburg
ALGIERS (EL DJAZAIR)	MADRID
ALGIERS (EL DJAZAIR)	KYIV
ALGIERS (EL DJAZAIR)	LONDON
LUANDA	PARIS
LUANDA	BERLIN
LUANDA	BUDAPEST
LUANDA	ROMA
LUANDA	MOSKVA
LUANDA	St. Petersburg
LUANDA	MADRID
LUANDA	KYIV
LUANDA	LONDON
Douala	PARIS
Douala	BERLIN
Douala	BUDAPEST
Douala	ROMA
Douala	MOSKVA
Douala	St. Petersburg
Douala	MADRID
Douala	KYIV
Douala	LONDON
YAOUNDE	PARIS
YAOUNDE	BERLIN
YAOUNDE	BUDAPEST
YAOUNDE	ROMA
YAOUNDE	MOSKVA
YAOUNDE	St. Petersburg
YAOUNDE	MADRID
YAOUNDE	KYIV
YAOUNDE	LONDON
Abidjan	PARIS
Abidjan	BERLIN
Abidjan	BUDAPEST
Abidjan	ROMA
Abidjan	MOSKVA
Abidjan	St. Petersburg
Abidjan	MADRID
Abidjan	KYIV
Abidjan	LONDON
Alexandria	PARIS
Alexandria	BERLIN
Alexandria	BUDAPEST
Alexandria	ROMA
Alexandria	MOSKVA
Alexandria	St. Petersburg
Alexandria	MADRID
Alexandria	KYIV
Alexandria	LONDON
CAIRO	PARIS
CAIRO	BERLIN
CAIRO	BUDAPEST
CAIRO	ROMA
CAIRO	MOSKVA
CAIRO	St. Petersburg
CAIRO	MADRID
CAIRO	KYIV
CAIRO	LONDON
ADDIS ABABA	PARIS
ADDIS ABABA	BERLIN
ADDIS ABABA	BUDAPEST
ADDIS ABABA	ROMA
ADDIS ABABA	MOSKVA
ADDIS ABABA	St. Petersburg
ADDIS ABABA	MADRID
ADDIS ABABA	KYIV
ADDIS ABABA	LONDON
NAIROBI	PARIS
NAIROBI	BERLIN
NAIROBI	BUDAPEST
NAIROBI	ROMA
NAIROBI	MOSKVA
NAIROBI	St. Petersburg
NAIROBI	MADRID
NAIROBI	KYIV
NAIROBI	LONDON
Casablanca	PARIS
Casablanca	BERLIN
Casablanca	BUDAPEST
Casablanca	ROMA
Casablanca	MOSKVA
Casablanca	St. Petersburg
Casablanca	MADRID
Casablanca	KYIV
Casablanca	LONDON
Dar es Salaam	PARIS
Dar es Salaam	BERLIN
Dar es Salaam	BUDAPEST
Dar es Salaam	ROMA
Dar es Salaam	MOSKVA
Dar es Salaam	St. Petersburg
Dar es Salaam	MADRID
Dar es Salaam	KYIV
Dar es Salaam	LONDON
